id,day_number,message,message_en,is_active
030269db-0cd6-4191-b990-5149723f7ac1,37,"Körpə masajı – həm qaz sancılarını azaltmaq, həm də onu sakitləşdirmək üçün möcüzəvi bir vasitədir. Əllərinə bir az təbii uşaq yağı sürt, otağın isti olduğundan əmin ol və körpənin ayaqlarından başlayaraq yuxarıya doğru zərif hərəkətlərlə masaj et. Toxunma zamanı ifraz olunan oksitosin hormonu həm səni, həm də körpəni sakitləşdirəcək. Bu ritualı hər axşam çimdikdən sonra təkrarlamaq onun gecə yuxusuna daha rahat getməsinə kömək edə bilər.","Baby massage is a wonderful tool both for alleviating gas pains and calming your little one. Rub a little natural baby oil into your hands, make sure the room is warm, and gently massage your baby with upward strokes, starting from their feet. The oxytocin hormone released during touch will calm both you and your baby. Repeating this ritual every evening after bathing can help them go to sleep more peacefully at night.",true
7b078d0d-8755-48b3-a240-4b2c014cdd7f,38,"Bütün diqqət körpədə olduğu üçün həyat yoldaşınla münasibətlərin arxa plana keçmiş kimi görünə bilər və bu, çox normaldır. Lakin valideyn olarkən cütlük olduğunuzu unutmamağa çalışın; körpə yatanda birgə çay içmək, qucaqlaşmaq və ya sadəcə 10 dəqiqə günün necə keçdiyi barədə danışmaq aranızdakı soyuqluğu əridə bilər. Atanın da körpə ilə bağ qurmasına şərait yarat (məsələn, qazını çıxarmaq və ya çimizdirmək onun öhdəliyində ola bilər). Komanda olduğunuzu hiss etmək hər ikinizə bu çətin günlərdə güc verəcək.","With all the attention focused on the baby, your relationship with your partner might seem to take a backseat, and this is completely normal. However, as parents, try not to forget you are also a couple. Sharing a cup of tea, cuddling, or simply talking for 10 minutes about your day after the baby is asleep can melt away any distance between you. Create opportunities for the father to bond with the baby too (for example, burping the baby or giving them a bath could be his responsibility). Feeling like a team will give both of you strength during these challenging days.",true
0720bc24-8ac8-43a4-b347-e7e20231713d,39,"Körpə hələ imkləməsə də, qeyri-ixtiyari hərəkətlərlə dönməyə (yuvarlanmaya) cəhd edə bilər, bu isə təhlükəsizlik məsələsini gündəmə gətirir. Qızıl qayda: Körpəni heç vaxt, hətta bir saniyəlik belə, hündür yerdə (divan, yataq, bələk masası) tək qoyma. Hələ tərpənmir deyib arxayınlaşma, ilk yuvarlanma adətən ən gözlənilməz anda baş verir. Onu yalnız yerə sərilmiş xalça və ya xüsusi oyun matının üzərində tək buraxa bilərsən (təbii ki, nəzarət altında). Təhlükəsizlik vərdişlərini indidən qazanmaq gələcək qəzaların qarşısını alacaq.","Even though your baby might not be crawling yet, they might attempt to turn or roll over with involuntary movements, which brings up an important safety concern. The golden rule: Never leave your baby unattended on a high surface (like a couch, bed, or changing table), not even for a second. Don't get complacent by thinking they aren't moving yet; the first roll usually happens at the most unexpected moment. You can only leave them alone on a carpeted floor or a special play mat (under supervision, of course). Developing safe habits now will prevent future accidents.",true
1ce90c4b-f9a4-402a-a99b-4457322248d1,40,"Və budur, xalq arasında böyük önəm verilən o gün gəldi – Uşağın qırxı çıxdı! Təbriklər! Qədim adətlərə görə bu gün xüsusi yuyunma ritualı (çillə suyu) keçirilir və ana-bala artıq sərbəst şəkildə cəmiyyət içinə çıxa bilir. Tibbi baxımdan isə bu, 6 həftəlik bərpa dövrünün (loksiyanın bitməsi, uşaqlığın yığılması) tamamlanması deməkdir. Bu günü bir bayram kimi qeyd et, bəzən, gözəlləş və bəlkə də körpənlə ilk uzun rəsmi gəzintiyə çıx. Qırx sadəcə bir rəqəm deyil, bu sənin təzə ana statusundan təcrübəli ana statusuna keçidinin simvoludur. Sən bacardın!","And here it is, the highly anticipated day in many cultures – your baby's 40th day has arrived! Congratulations! According to ancient traditions, a special bathing ritual ('chilla suyu' in Azerbaijani culture) is performed on this day, and mother and baby can now freely go out into society. From a medical perspective, this marks the completion of the 6-week postpartum recovery period (the end of lochia, uterine involution). Celebrate this day like a holiday, dress up, make yourself feel beautiful, and perhaps take your first long official stroll with your baby. The 'forty' is not just a number; it symbolizes your transition from a new mother to an experienced one. You did it!",true
0928cbd6-fa37-455a-a682-9515f253a752,41,"Qırxı çıxmaq cəmiyyətimizdə sanki bir finiş xətti kimi qəbul edilir, amma əslində bu, marafonun sadəcə başlanğıcıdır. Artıq hər şeyi bacarmalıyam, Evim tərtəmiz olmalıdır kimi təzyiqlərə boyun əymə. Bərpa prosesi hələ də davam edir; xüsusilə əmizdirirsənsə, hormonların (prolaktin) təsiri ilə oynaqlarında yumşalma və ya bel ağrıları hiss edə bilərsən. Bu yeni sərbəstlik dövründə birdən-birə özünü yükləmə, əvvəlki tempinə yavaş-yavaş, addım-addım qayıt.","In many societies, the 40-day mark is seen almost like a finish line, but in reality, it's just the beginning of a marathon. Don't succumb to pressures like 'I should be able to do everything now' or 'My house must be spotless.' The recovery process is still ongoing; especially if you're breastfeeding, you might experience joint laxity or back pain due to hormonal influences (like prolactin). Don't overload yourself all at once during this new period of freedom; gradually return to your previous pace, step by step.",true
c21766cd-a78b-4676-9247-d0b2e0b3de2f,42,"Körpən artıq rəngləri daha yaxşı seçməyə başlayır; qırmızı və narıncı rənglər onun diqqətini çəkən ilk parlaq rənglər ola bilər. Beşiyinin üzərindən asılan o fırlanan oyuncaqların (mobil) artıq sadəcə musiqisi yox, hərəkəti də onu maraqlandırır. Əgər hələ almamısansa, sadə, həndəsi fiqurlardan ibarət və yavaş hərəkət edən bir mobil onun diqqətini cəmləmə bacarığını inkişaf etdirəcək. Amma diqqət et: onu yatızdırarkən bu oyuncaqları yığışdır ki, yuxusu qaçmasın.","Your baby is starting to distinguish colors better now; red and orange might be the first bright colors that capture their attention. Those rotating toys (mobiles) hanging above their crib are no longer just interesting for their music, but also for their movement. If you haven't gotten one yet, a simple mobile with geometric shapes that moves slowly will help develop their concentration skills. But be careful: put these toys away when you're putting them to sleep so they don't get overstimulated and lose sleep.",true
c94543e8-f599-4ccd-918b-88ff573157bb,43,"6-8-ci həftələr (yəni indiki dövr) körpələrin ağlamaq səviyyəsinin pik həddə çatdığı vaxt ola bilər. Bəzən heç bir səbəb olmadan, qarnı tox, altı təmiz olsa belə ağlaya bilər. Bu, onun sinir sisteminin ətrafdakı səslərə, işıqlara və stimullara qarşı həddindən artıq yüklənməsidir. Özünü günahlandırma, bu sənin pis ana olmağınla əlaqəli deyil, bu inkişafın təbii bir parçasıdır. Sadəcə yanında ol, qucaqla və bu da keçəcək de. Həqiqətən də, bir neçə həftəyə bu ağlamalar kəskin şəkildə azalacaq.","Weeks 6-8 (which is around this current period) can be when babies' crying reaches its peak. Sometimes, they might cry for no apparent reason, even when their tummy is full and their diaper is clean. This is often their nervous system getting overwhelmed by the sounds, lights, and stimuli around them. Don't blame yourself; this isn't about being a bad mother; it's a natural part of their development. Just be there for them, cuddle them, and tell yourself 'this too shall pass.' Indeed, in a few weeks, these crying spells will significantly decrease.",true
045f5830-2fde-4a82-b369-03b2e1dcea23,44,"Körpən artıq agu deməyə və ya qırtlaq səsləri çıxarmağa başlayıbmı? Bu, nitq inkişafının ilk mərhələsidir! O səs çıxaranda sən də ona eyni səslə cavab ver, sanki söhbət edirsiniz. Araşdırmalar göstərir ki, valideynin körpənin səslərini təqlid etməsi, ona mən səni eşidirəm və başa düşürəm mesajı verir. Bu sadə oyun onun özünə inamını artırır və gələcəkdə daha tez danışmasına zəmin yaradır.","Has your baby started cooing or making gurgling sounds? This is the first stage of speech development! When they make a sound, respond with a similar sound, as if you're having a conversation. Research shows that when parents mimic their baby's sounds, it sends a message of 'I hear you and I understand you.' This simple interaction boosts their self-confidence and lays the groundwork for them to speak sooner in the future.",true
772a8327-4bbe-46b7-9c90-09e5deaa584b,45,"Güzgüyə baxanda hələ də hamiləlikdən qalma artıq çəkiləri və ya sallanmış qarnı görüb məyus ola bilərsən. Unutma, o qarın 9 ay ərzində genişləndi, onun tam yığılması üçün də ən az o qədər vaxt lazımdır. Sərt pəhrizlər (xüsusilə əmizdirən analar üçün) südün azalmasına və saç tökülməsinə səbəb ola bilər. İndi arıqlamaq barədə yox, sağlam qidalanmaq barədə düşün. Bol su, tərəvəz və zülal sənin ən yaxşı dostundur. Bədəninə nifrət etmə, o sənə dünyanın ən gözəl hədiyyəsini verib.","Looking in the mirror, you might still feel discouraged by lingering pregnancy weight or a soft, postpartum belly. Remember, that belly expanded for nine months, and it needs at least that much time to fully recover. Strict diets (especially for breastfeeding mothers) can lead to a decrease in milk supply and hair loss. Instead of focusing on losing weight right now, prioritize healthy eating. Plenty of water, vegetables, and protein are your best friends. Don't hate your body; it just gave you the most beautiful gift in the world.",true
f63c5890-33d1-4cec-a07d-853961a0ca97,46,"Qarın üstü zamanını (tummy time) daha əyləncəli etmək üçün təyyarə oyununu yoxla. Özün arxası üstə uzan, dizlərini qatla və körpəni baldırlarının üzərinə (qarnı üstə) qoyaraq yavaşca yırğala (təbii ki, əllərinlə tutaraq). Bu həm onun üçün fərqli bir baxış bucağı yaradır, həm səninlə göz təması qurur, həm də vestibulyar aparatını (tarazlıq hissini) inkişaf etdirir. Körpələr yerdə tək qalmaqdansa, ananın bədəni üzərində məşq etməyi daha çox sevirlər.","To make tummy time more enjoyable, try the 'airplane game.' Lie on your back, bend your knees, and gently rock your baby on their tummy on your shins (while holding them securely, of course). This not only gives them a different perspective and allows for eye contact with you but also helps develop their vestibular system (sense of balance). Babies often prefer exercising on their parent's body rather than being left alone on the floor.",true
2c5835b8-b6ba-41d1-b215-505864265cfb,47,"Gecə yuxusu hələ tam qaydasına düşməsə də, gündüz yuxuları (nap) qısalmağa başlaya bilər. Əgər körpən gündüzlər cəmi 20-30 dəqiqə yatıb oyanırsa, bunu yatdı, qurtardı kimi qəbul etmə. Bəzən körpələr yuxu tsiklləri arasında (hər 40-45 dəqiqədən bir) oyanırlar, amma əslində hələ yuxularını almayıblar. Oyanan kimi dərhal işığı yandırıb oynamağa başlama; yanına uzan, pışpışla və ya əmizdirərək yuxusunu uzatmağa çalış.","While nighttime sleep might not be fully established yet, daytime naps may start to shorten. If your baby wakes up after just 20-30 minutes of napping, don't assume they're done sleeping. Sometimes babies wake up between sleep cycles (every 40-45 minutes), but they haven't actually had enough sleep. Don't immediately turn on the lights and start playing when they wake. Instead, lie next to them, shush them, or try to extend their sleep by offering a feed.",true
28360eb0-4c71-4798-a428-29239685c45f,48,"Yaxınlaşan 2 aylıq peyvəndləri (vaksinasiya) barədə həkiminlə danışmağın vaxtıdır. Azərbaycanda Milli Peyvənd Təqviminə əsasən, bu dövrdə göyöskürək, difteriya, tetanus, hepatit B və s. qarşı (Hexaxim və ya bənzəri) və Rotavirus, Pnevmokok peyvəndləri nəzərdə tutulur. Ətrafdakı peyvənd ziyandır, uşaq danışmaz kimi elmi əsası olmayan qorxulu şayiələrə inanma. Peyvənd – körpəni gələcəkdəki ölümcül xəstəliklərdən qoruyan ən güclü qalxandır. Suallarını qonşu xaladan yox, pediatrından soruş.","It's time to talk to your doctor about the upcoming 2-month vaccinations. According to Azerbaijan's National Immunization Schedule, vaccines against pertussis (whooping cough), diphtheria, tetanus, hepatitis B, etc. (like Hexaxim or similar), as well as Rotavirus and Pneumococcal vaccines are scheduled for this period. Don't believe unscientific and scary rumors like 'vaccines are harmful' or 'they make children not talk.' Vaccines are the strongest shield protecting your baby from deadly diseases in the future. Ask your pediatrician any questions you have, not your neighbor.",true
a59bf56c-999f-4547-b139-eaa70223118e,49,"Doğumdan sonrakı cinsi həyat mövzusu çox vaxt tabu sayılır, amma bu barədə məlumatlı olmalısan. Həkimin icazə verdikdən sonra (adətən 6 həftədən sonra) cinsi əlaqə mümkündür, lakin istəksizlik (libido düşüklüyü) və ya quruluq hiss etməyin tamamilə normaldır. Bu, əmizdirmə hormonlarının və yorğunluğun təsiridir. Yoldaşınla bu barədə açıq danış, bir-birinizə zaman verin və tələsməyin. Yaxınlıq təkcə cinsi akt deyil, sadəcə qucaqlaşmaq və toxunmaq da bu dövrdə çox vacibdir.","The topic of postpartum sex is often considered taboo, but it's important for you to be informed. Intercourse is usually possible after your doctor gives the OK (typically after 6 weeks), but it's completely normal to experience low libido or vaginal dryness. This is due to breastfeeding hormones and fatigue. Talk openly with your partner about this, give each other time, and don't rush. Intimacy isn't just about sex; simply hugging and touching are also very important during this period.",true
15366f98-572a-4b0c-8fda-af7cf85e56b4,50,"Artıq körpənin əllərini kəşf etdiyi dövrdür; o, əllərini ağzına apara bilər, barmaqlarını sora bilər. Bu, acdır demək deyil (baxmayaraq ki, aclıq işarəsi də ola bilər), bu onun özünü sakitləşdirmə mexanizmidir və dünyanı tanımaq üsuludur. Əllərini ağzından çəkməyə və ya əlcək geyindirməyə çalışma. Qoy öz bədənini kəşf etsin. Sadəcə əllərinin təmiz olduğuna və dırnaqlarının kəsilmiş olduğuna əmin ol.",This is the period when your baby is discovering their hands; they may bring them to their mouth and suck their fingers. This doesn't necessarily mean they're hungry (although it can be a hunger cue); it's often a self-soothing mechanism and a way for them to explore the world. Don't try to pull their hands out of their mouth or put mittens on them. Let them explore their own body. Just make sure their hands are clean and their nails are trimmed.,true
947283f7-9c09-4c76-a0bb-7ff92f24aad4,51,"Artıq 2 aylıq peyvəndlərin vaxtıdır (əgər hələ etməmisənsə). Azərbaycanda tətbiq edilən peyvənd təqviminə əsasən, bu dövrdə körpəyə adətən 5-li və ya 6-lı karma vaksin (Göyöskürək, Difteriya, Tetanus və s.) və Pnevmokok peyvəndi vurulur. Peyvənddən sonra körpənin hərarəti bir az qalxa bilər və ya huzursuz ola bilər; bu, qorxulu deyil, əksinə, immunitetin işə düşdüyünü və orqanizmin müdafiə olunduğunu göstərir. Həkimin məsləhəti ilə evdə mütləq körpələr üçün parasetamol tərkibli şam və ya şərbət saxla, lakin hərarət 38 dərəcəni keçmədən dərman verməyə tələsmə.","It's time for the 2-month vaccinations (if you haven't done them yet). According to the vaccination schedule in Azerbaijan, your baby usually receives a 5-in-1 or 6-in-1 combination vaccine (for Pertussis, Diphtheria, Tetanus, etc.) and a Pneumococcal vaccine during this period. After vaccination, your baby might develop a slight fever or become fussy; this is not alarming, but rather a sign that their immune system is working and their body is building protection. With your doctor's advice, make sure to keep paracetamol-based suppositories or syrup for babies at home, but don't rush to give medication unless their fever exceeds 38 degrees Celsius.",true
99be53c6-0b63-4846-ac0b-fd476ca9e54e,52,"Körpənin ağzından su (salya) axmağa başlayıb və əllərini gəmirir? Nənələr dərhal dişi çıxır deyə bilər, amma 2 ay diş üçün adətən tezdir (istisnalar olsa da). Bu dövrdə tüpürcək vəzləri fəal işləməyə başlayır, lakin körpə hələ onu udmağı tam öyrənməyib, ona görə də suyu xaricə axıdır. Eyni zamanda, bu fermentlər onun həzm sistemini bərk qidaya (gələcəkdə) hazırlayır. Sadəcə yaxalığını tez-tez dəyiş ki, boynu nəm qalıb səpməsin (bişməcə olmasın).","Is your baby starting to drool and chew on their hands? Grandmothers might immediately say they're teething, but 2 months is usually too early for teeth (though there are exceptions). During this period, their salivary glands become active, but your baby hasn't fully learned to swallow all the saliva yet, so it drips out. At the same time, these enzymes prepare their digestive system for solid foods (in the future). Simply change their bib frequently to prevent their neck from staying wet and developing a rash.",true
f657e712-ddb7-463c-a1f6-51d68e963ec9,53,"Duş qəbul edərkən əlinə topa-topa saç gəlirsə, qorxma, keçəl qalmırsan! Bu, Doğum sonrası saç tökülməsi adlanır və tamamilə hormonal bir prosesdir. Hamiləlikdə artan estrogen hormonu saçlarının tökülməsinin qarşısını almışdı, indi isə o hormonlar azalır və vaxtında tökülməyən saçlar hamısı birdən tökülür. Bu müvəqqətidir və təxminən 6-12 ayına qədər bərpa olunacaq. Bahalı şampunlara pul xərcləməkdənsə, qidalanmana və dəmir səviyyənə fikir ver, zamanla hər şey düzələcək.","If you find clumps of hair in your hand while showering, don't worry, you're not going bald! This is called postpartum hair loss and is a completely hormonal process. The increased estrogen hormone during pregnancy prevented your hair from falling out; now those hormone levels are decreasing, and all the hair that should have shed earlier is falling out at once. This is temporary and will recover by approximately 6-12 months postpartum. Instead of spending money on expensive shampoos, pay attention to your nutrition and iron levels; everything will return to normal with time.",true
2614d60b-6450-43ee-a569-f20e3ea56045,54,"Körpən artıq gecə ilə gündüzü bir qədər fərqləndirməyə başlayır, buna görə də yuxu ritualı yaratmaq üçün mükəmməl vaxtdır. Bu, sərt bir rejim deyil, sadəcə ardıcıllıqdır: İlıq vanna -> Pijamaların geyinilməsi -> Zəif işıq -> Laylay və ya ağ səs -> Yuxu. Hər gün eyni ardıcıllığı təkrarlamaq körpənin beyninə artıq yatmaq vaxtıdır siqnalı göndərir. Bu vərdiş bu gün nəticə verməsə də, bir neçə həftə sonra sənin xilaskarın olacaq.","Your baby is starting to differentiate between day and night a bit more, making this the perfect time to establish a bedtime routine. This isn't a strict schedule, but rather a consistent sequence: Warm bath -> Pajamas -> Dim light -> Lullaby or white noise -> Sleep. Repeating the same sequence every day sends a signal to your baby's brain that it's time to sleep. Even if this habit doesn't yield immediate results, it will be your lifesaver in a few weeks.",true
34645ca6-b752-434e-a340-59af7488ff61,55,"Körpənin görmə dünyası daha da rənglənir; o artıq sadəcə qırmızı və narıncı deyil, yaşıl və sarı rəngləri də seçməyə başlayır. Onun inkişafını dəstəkləmək üçün onu evin fərqli otaqlarında gəzdir, güzgüdə öz əksini göstər (körpələr öz əkslərini çox sevirlər, baxmayaraq ki, hələ özləri olduğunu anlamırlar). Gəl baxaq, burada kim var? deyərək onunla danış. Bu sosial oyunlar onun beyin neyronlarını sürətlə inkişaf etdirir.","Your baby's visual world is becoming more colorful; they are now starting to distinguish not just red and orange, but also green and yellow. To support their development, carry them through different rooms in the house, and show them their reflection in a mirror (babies love their reflections, even though they don't yet understand it's themselves). Talk to them, saying things like, 'Let's see, who's here?' These social interactions rapidly develop their brain neurons.",true
70fa5f2d-ef18-4d50-b156-41acde57d635,56,"Bəzən analar süd verir, amma çəkiləri azalmır, əksinə artır. Bu, yuxusuzluq və stres səbəbindən artan kortizol hormonu ilə əlaqəli ola bilər; orqanizm özünü təhlükədə hiss edir və yağ ehtiyatı yığır. Süd olsun deyə şəkərli çaylar, halva və xəmir xörəkləri yemək mifdir; südü artıran tək şey bol su və körpənin tez-tez əmməsidir. Şəkəri azaltmaq və bol tərəvəzə keçmək həm enerjini artıracaq, həm də çəkinin tədricən normallaşmasına kömək edəcək.","Sometimes mothers breastfeed, but their weight doesn't decrease; instead, it increases. This can be related to elevated cortisol levels due to sleep deprivation and stress; the body feels threatened and stores fat reserves. Eating sugary teas, halva, and pastries to increase milk supply is a myth; the only things that truly boost milk are plenty of water and frequent feeding. Reducing sugar and switching to abundant vegetables will both increase your energy and help your weight gradually normalize.",true
8cfe7b98-ab62-49f4-b9ea-ef363b224769,57,"Qarnı üstə (tummy time) qoyanda artıq təkcə başını deyil, sinəsini də yerdən qaldırmağa cəhd edirmi? Bu, mini-jim hərəkətidir! Onun qolları və kürək əzələləri güclənir. Əgər hələ bacarmırsa, ona kömək et: balaca bir dəsmalı rulon kimi büküb qoltuqlarının altına qoy, bu ona dayaq olacaq. Qarşısına sevdiyi oyuncağı qoy ki, ona çatmağa çalışsın. Bu hərəkətlər gələcəkdə imkləmək və oturmaq üçün vacibdir.","When you place your baby on their tummy for tummy time, are they already trying to lift not just their head, but also their chest off the floor? This is a mini-workout! Their arm and back muscles are getting stronger. If they're not quite there yet, you can help: roll a small towel and place it under their armpits; this will provide support. Place their favorite toy in front of them to encourage them to reach for it. These movements are crucial for crawling and sitting in the future.",true
4ec5ed37-79da-4c46-9571-b8e74147be8d,58,"Bu dövrdə körpələrdə Yalançı əmmə refleksi güclü olur; yəni o, ac deyil, sadəcə sakitləşmək üçün nəsə sormaq istəyir. Əgər barmaqlarını sorursa və sən əmzik (soska) vermək istəyirsənsə, ortodontik formalı olanları seçməyə çalış. Əmzik pis vərdiş deyil, ani körpə ölümü sindromunun (SIDS) qarşısını almaqda köməkçi vasitə sayılır. Lakin əmziyi hər ağlayanda susdurucu kimi istifadə etmə, əvvəlcə probleminin nə olduğunu anlamağa çalış.","During this period, babies often have a strong non-nutritive sucking reflex; meaning they're not hungry, they just want to suck on something for comfort. If your baby is sucking their fingers and you're considering giving them a pacifier, try to choose an orthodontic-shaped one. A pacifier is not a bad habit; it's even considered a helpful tool in preventing Sudden Infant Death Syndrome (SIDS). However, don't use the pacifier as a silencing tool every time your baby cries; first, try to understand what their problem is.",true
248e6415-444f-4d09-8609-b540277d00d1,59,"Körpənin başının bir tərəfinin yastılaşdığını hiss edirsən? Bu, mövqeli plagiosefaliya adlanır və körpənin daim eyni tərəfə yatmasından yaranır. Kəllə sümükləri hələ yumşaqdır və bu, asanlıqla düzəlir. Sadə həll yolu: Onu beşiyə qoyarkən başının istiqamətini hər gecə dəyiş (bir gün sağa, bir gün sola). Oyaq vaxtı isə maksimum çox qarnı üstə saxla ki, başının arxasına təzyiq düşməsin.","Notice a flat spot on one side of your baby's head? This is called positional plagiocephaly, or flat head syndrome, and it's usually caused by your baby consistently sleeping in the same position. Since their skull bones are still soft, it's often easily corrected. A simple solution: when putting your baby down in their crib, alternate the direction their head faces each night (one night to the right, the next to the left). Also, make sure to give them plenty of tummy time when they're awake to reduce pressure on the back of their head.",true
d3b345c6-e91a-402d-9918-ceed5b8d37b4,60,"Təbriklər! Bu gün körpənin 2 ayı tamam oldu! Artıq yeni doğulmuş (newborn) dövrünü rəsmən geridə qoydunuz, o artıq körpə (infant) sayılır. İlk günlərdəki o kiçik, köməksiz canlı ilə indiki, sənə gülümsəyən, səslər çıxaran uşağı müqayisə et. Çətin günlər hələ olacaq, diş çıxarma, yuxu geriləməsi və s. gələcək, amma sən artıq təcrübəli anasan və istənilən çətinliyin öhdəsindən gələcəksən. Özünü bir qucaqla, sən möhtəşəm iş görürsən!","Congratulations! Your baby is officially 2 months old today! You've successfully navigated the newborn phase, and they are now considered an infant. Just think about that tiny, helpless little one from the first days and compare them to the baby who now smiles and coos at you. Of course, challenging times are still ahead – teething, sleep regressions, and more – but you're an experienced mom now, and you'll handle whatever comes your way. Give yourself a big hug; you are doing an absolutely amazing job!",true
8828f855-f7c6-48a8-aae1-636ec24ccff1,61,"Xoş gəldin, 3-cü ay! Körpə inkişafında Dördüncü Trimestr adlanan o ilk 3 aylıq adaptasiya dövrünün sonuna yaxınlaşırsınız. Artıq körpən sadəcə yeyib-yatan bir canlı deyil, o, ətrafı dərk edən, səslərə reaksiya verən sosial bir fərdə çevrilir. Bu aydan etibarən onun oyaq qalma müddəti artacaq, yuxuları isə (ümid edirik ki!) bir az daha nizamlı hala düşəcək. Bu yeni mərhələdə səninlə daha çox söhbət etmək istəyəcək, ona görə də bol-bol danışmağa və mahnı oxumağa hazır ol.","Welcome to the 3rd month! You're nearing the end of that initial 3-month adaptation period, often lovingly called the 'Fourth Trimester' of baby's development. Your baby is no longer just a little creature who eats and sleeps; they are transforming into a social individual who notices their surroundings and reacts to sounds. From this month on, their awake periods will lengthen, and their sleep (we hope!) might start to become a bit more predictable. In this new phase, they'll be eager to 'chat' with you more, so get ready to talk and sing to them often!",true
c44f54e6-bd35-4121-9f0f-f6748ef02647,62,"Körpən əllərini üzünün qarşısında tutub heyrətlə onlara baxır? Bu, onun ilk oyuncağını kəşf etməsidir! Buna əl-göz koordinasiyası deyilir. O, əllərinin ona aid olduğunu və onları idarə edə bildiyini anlayır. Bu prosesə mane olma, əllərini gizlətmə. Əksinə, biləklərinə rəngli və ya səs çıxaran (zınqırovlu) bilərziklər taxaraq bu kəşfi daha maraqlı edə bilərsən. Bu, onun beyin inkişafı üçün möhtəşəm bir məşqdir.","Is your baby holding their hands in front of their face, gazing at them with wonder? They're discovering their very first 'toy' – their own hands! This is a fantastic step in developing hand-eye coordination. They're realizing that these hands belong to them and that they can control them. Don't hinder this natural process or try to hide their hands. Instead, you can make this discovery even more exciting by placing colorful or noisy (like rattle) bracelets on their wrists. It's a wonderful exercise for their brain development!",true
f3bdc990-29cc-452b-b018-a1508cec7d80,63,"Yuxu mövzusu hələ də ağrılı olsa da, yaxşı xəbər var: Körpənin beyni artıq Melatonin (yuxu hormonu) ifraz etməyə başlayır və sirkad ritmi (biyoloji saatı) formalaşır. Artıq gecə ilə gündüzü səhv salmaq ehtimalı azalır. Ona kömək etmək üçün səhərlər otağı günəş işığı ilə doldur, axşamlar isə işıqları erkən söndür və sakitlik yarat. Bu təbii işıq rejimi onun beyninə indi oyanıq vaxtıdır və indi yatmaq vaxtıdır siqnallarını ötürəcək.","While the topic of sleep might still be a challenge, there's good news! Your baby's brain is now beginning to secrete Melatonin (the sleep hormone), and their circadian rhythm (biological clock) is starting to form. This means they're less likely to confuse day and night. To help them along, fill their room with sunlight in the mornings, and in the evenings, dim the lights early and create a calm environment. This natural light routine will send clear signals to their brain: 'it's time to be awake' and 'it's time to sleep.'",true
72ecbac3-10ef-45d2-898d-f50326e4aca5,64,"Boyun əzələləri artıq xeyli güclənib və o, qarnı üstə uzananda başını 45-90 dərəcə qaldırıb ətrafa baxa bilir. Hətta bəzən təyyarə kimi qollarını və ayaqlarını havaya qaldırıb yellənə bilər. Bu, onun bel əzələlərini gələcək imkləmə və oturma mərhələlərinə hazırlayır. Əgər hələ də başını tam saxlaya bilmirsə, narahat olma, hər uşağın öz tempi var; sadəcə qarın üstü zamanını (tummy time) gündəlik rejimdən əskik etmə.","Your baby's neck muscles are now significantly stronger! When they're on their tummy, they can lift their head 45-90 degrees and look around. Sometimes, they might even lift their arms and legs like a little airplane and sway. This flying posture helps strengthen their back muscles, preparing them for future milestones like crawling and sitting. If your baby isn't quite holding their head up perfectly yet, don't worry – every child develops at their own pace. Just make sure to keep 'tummy time' a regular part of your daily routine.",true
ebf4f9a7-c423-4f9b-a35f-e6aea203cbf5,65,"Körpənin başında, xüsusilə bıngıldaq nahiyəsində sarımtıl, yağlı qabıqlar (kəpək) görmüsən? Buna el arasında Gül, tibdə isə Seboreik dermatit deyilir. Qorxma, bu, gigiyena zəifliyi deyil və yoluxucu deyil. Anadan keçən hormonların təsiri ilə yağ vəzlərinin çox işləməsindən yaranır. Onu qoparmağa çalışma, sadəcə çimizdirməzdən əvvəl zeytun və ya badam yağı sürtüb yumşalt, sonra isə yumşaq fırça ilə darayaraq yuyun. Zamanla öz-özünə keçib gedəcək.","Have you noticed yellowish, greasy patches or scales on your baby's scalp, especially around the soft spot (fontanelle)? This is commonly known as 'cradle cap' (medically, seborrheic dermatitis). Don't worry, it's not a sign of poor hygiene and it's not contagious. It's caused by overactive oil glands influenced by maternal hormones that crossed over during pregnancy. Please don't try to pick it off. Instead, before bathing, gently massage a little olive or almond oil onto the area to soften the scales. Then, wash their hair and gently brush the area with a soft baby brush. It will clear up on its own over time.",true
1fddfb5f-0320-4827-b223-17100c2c0495,66,"Artıq körpənin gülüşləri refleks deyil, tamamilə şüurludur! Sən ona gülümsəyəndə, qıdıqlayanda və ya cee-eee (gizlənqaç) oynayanda səsli gülməyə başlaya bilər. Bu səs dünyanın ən gözəl musiqisidir, elə deyilmi? Onun húmor hissi formalaşır. Qəribə səslər çıxarmaq, üzünü müxtəlif formalara salmaq onun çox xoşuna gələcək. Gülmək həm də onun ağciyərlərini inkişaf etdirir və stress hormonlarını azaldır.","Your baby's smiles are no longer just reflexes; they're completely conscious now! They might even start laughing out loud when you smile back at them, tickle them, or play a game of peek-a-boo. That sound is truly the most beautiful music in the world, isn't it? Their sense of humor is really starting to develop! Making funny sounds and pulling silly faces will be a huge hit with them. Plus, laughing helps develop their lungs and reduces stress hormones!",true
